  Frame NH3-PO4 PO4-GL1 GL1-GL2 GL1-C1A GL2-C1B C1A-C2A C2A-C3A C3A-C4A C1B-C2B C2B-C3B C3B-C4B
-----------------------------------------------------------------------------------------------
      0  -0.228   0.633  -0.230   0.581   0.533   0.561   0.477   0.306   0.493   0.460   0.305
      1  -0.200   0.619  -0.197   0.518   0.525   0.550   0.449   0.339   0.461   0.448   0.339
      2  -0.190   0.637  -0.205   0.547   0.509   0.466   0.383   0.259   0.484   0.371   0.312
      3  -0.227   0.635  -0.246   0.552   0.518   0.557   0.436   0.230   0.551   0.422   0.279
      4  -0.202   0.591  -0.183   0.575   0.465   0.574   0.454   0.284   0.547   0.348   0.241
      5  -0.208   0.613  -0.246   0.574   0.537   0.590   0.471   0.348   0.549   0.445   0.302
      6  -0.173   0.601  -0.190   0.574   0.512   0.499   0.454   0.338   0.520   0.413   0.261
      7  -0.179   0.634  -0.252   0.616   0.504   0.550   0.488   0.259   0.525   0.417   0.259
      8  -0.252   0.655  -0.228   0.566   0.499   0.550   0.484   0.246   0.479   0.423   0.259
      9  -0.273   0.642  -0.204   0.551   0.520   0.484   0.462   0.288   0.529   0.411   0.258
     10  -0.238   0.648  -0.247   0.572   0.549   0.536   0.479   0.337   0.585   0.510   0.345
     11  -0.246   0.655  -0.233   0.549   0.524   0.555   0.470   0.364   0.520   0.420   0.268
     12  -0.201   0.684  -0.176   0.593   0.485   0.566   0.488   0.273   0.534   0.445   0.349
     13  -0.200   0.674  -0.269   0.539   0.469   0.554   0.498   0.320   0.559   0.421   0.340
     14  -0.198   0.622  -0.214   0.570   0.538   0.567   0.447   0.307   0.536   0.387   0.335
     15  -0.197   0.653  -0.229   0.540   0.460   0.546   0.450   0.251   0.446   0.391   0.285
     16  -0.196   0.600  -0.241   0.524   0.556   0.617   0.463   0.316   0.514   0.442   0.323
     17  -0.166   0.640  -0.263   0.585   0.525   0.588   0.432   0.299   0.495   0.427   0.303
     18  -0.205   0.663  -0.247   0.567   0.542   0.576   0.397   0.258   0.505   0.425   0.253
     19  -0.289   0.658  -0.278   0.568   0.559   0.575   0.429   0.276   0.512   0.484   0.281
     20  -0.233   0.586  -0.236   0.563   0.545   0.551   0.487   0.316   0.553   0.421   0.362
     21  -0.205   0.584  -0.207   0.545   0.519   0.498   0.421   0.269   0.531   0.354   0.276
     22  -0.243   0.599  -0.152   0.492   0.467   0.529   0.485   0.347   0.466   0.380   0.298
     23  -0.196   0.651  -0.206   0.541   0.535   0.556   0.417   0.311   0.492   0.473   0.292
     24  -0.226   0.610  -0.199   0.510   0.510   0.571   0.463   0.283   0.507   0.385   0.256
     25  -0.228   0.627  -0.225   0.512   0.563   0.589   0.459   0.243   0.480   0.403   0.281
-----------------------------------------------------------------------------------------------
average  -0.215   0.631  -0.223   0.555   0.518   0.552   0.455   0.295   0.514   0.420   0.295
Abs average order parameters for carbon chains <Sn> =    0.451 

